_id,,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,Variação Preço,Rentab.Período,Rentab.Acumulada,Rentab. Patr,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
63137055d2449664b675fe2d,93,KISU11,Títulos e Val. Mob.,"R$ 8,18",82349,"R$ 0,07","0,89%","3,20%","5,75%","10,42%","1,07%","0,96%","0,87%","3,41%","4,33%","3,46%",,"R$ 389.895.395,95","R$ 8,82",93,,0
63137055d2449664b675fe2e,94,HUSC11,Outros,"R$ 106,99",46,"R$ 0,99","0,96%","2,94%","4,92%","8,24%","0,98%","0,82%","0,69%","0,49%","1,45%","-3,28%",,"R$ 113.457.138,03","R$ 142,78",75,,0
63137055d2449664b675fe2f,95,RBFF11,Títulos e Val. Mob.,"R$ 59,99",5170,"R$ 0,50","0,88%","2,85%","5,61%","10,59%","0,95%","0,94%","0,88%","6,60%","7,55%","8,76%",,"R$ 238.008.867,55","R$ 63,48",94,,0
63137055d2449664b675fe30,96,HPDP11,Shoppings,"R$ 87,87",32,"R$ 0,45","0,55%","1,63%","3,27%","6,28%","0,54%","0,55%","0,52%","-0,64%","-0,10%","1,93%",,"R$ 276.087.778,59","R$ 94,91",93,"2,00%",1
63137055d2449664b675fe31,97,VISC11,Shoppings,"R$ 111,65",18255,"R$ 0,71","0,70%","2,09%","4,14%","7,96%","0,70%","0,69%","0,66%","-0,11%","0,59%","5,32%",,"R$ 2.030.121.088,07","R$ 114,72",97,"8,30%",15
63137055d2449664b675fe32,98,HFOF11,Títulos e Val. Mob.,"R$ 76,05",18863,"R$ 0,62","0,89%","2,57%","4,94%","9,31%","0,86%","0,82%","0,78%","-1,03%","-0,14%","-7,17%",,"R$ 1.890.308.886,98","R$ 82,19",93,,0
63137055d2449664b675fe33,99,HAAA11,Lajes Corporativas,"R$ 88,60",8,"R$ 0,54","0,60%","1,85%","3,55%","6,94%","0,62%","0,59%","0,58%","-4,27%","-3,69%","-2,14%",,"R$ 310.890.883,83","R$ 89,98",98,"17,00%",1
63137055d2449664b675fe34,100,RBRD11,Híbrido,"R$ 41,28",653,"R$ 0,30","0,78%","2,63%","6,59%","8,74%","0,88%","1,10%","0,73%","0,05%","0,84%","-4,59%",,"R$ 128.651.605,45","R$ 69,47",59,"15,52%",4
63137055d2449664b675fe35,101,SADI11,Títulos e Val. Mob.,"R$ 91,47",3276,"R$ 1,04","1,14%","3,46%","6,43%","10,55%","1,15%","1,07%","0,88%","-0,30%","0,84%","8,87%",,"R$ 318.671.042,30","R$ 101,14",90,,0
63137055d2449664b675fe36,102,VIUR11,Títulos e Val. Mob.,"R$ 8,35",82016,"R$ 0,07","1,03%","2,98%","5,92%","11,06%","0,99%","0,99%","0,92%","-2,37%","-1,37%","-90,14%",,"R$ 254.972.381,80","R$ 9,46",88,"0,00%",6
63137055d2449664b675fe37,103,NVIF11B,Outros,,,"R$ 0,44","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,"R$ 88.395.166,22","R$ 261,99",,,0
63137055d2449664b675fe38,104,VINO11,Lajes Corporativas,"R$ 49,94",30092,"R$ 0,34","0,77%","2,23%","4,33%","9,80%","0,74%","0,72%","0,82%","0,09%","0,86%","-10,12%",,"R$ 890.971.217,04","R$ 53,79",93,"4,20%",9
63137055d2449664b675fe39,105,RBCO11,Lajes Corporativas,"R$ 45,76",4026,"R$ 0,35","0,90%","2,73%","4,99%","9,50%","0,91%","0,83%","0,79%","-2,00%","-1,11%","-26,18%",,"R$ 322.783.969,76","R$ 85,42",54,"46,00%",4
63137055d2449664b675fe3a,106,FIIP11B,Logística,"R$ 159,01",784,"R$ 1,35","0,90%","2,56%","4,92%","9,46%","0,85%","0,82%","0,79%","-2,67%","-1,79%","-3,19%",,"R$ 172.588.674,74","R$ 186,15",85,"0,00%",7
63137055d2449664b675fe3b,107,PATC11,Lajes Corporativas,"R$ 72,00",1111,"R$ 0,92","1,38%","2,32%","3,70%","6,53%","0,77%","0,62%","0,54%","-1,42%","-0,06%","6,30%",,"R$ 302.486.453,09","R$ 86,99",83,"21,90%",6
63137055d2449664b675fe3c,108,VLOL11,Lajes Corporativas,"R$ 105,50",1460,"R$ 0,59","0,60%","1,76%","3,50%","6,58%","0,59%","0,58%","0,55%","-0,53%","0,07%","9,16%",,"R$ 184.957.924,24","R$ 103,63",102,"0,00%",1
63137055d2449664b675fe3d,109,AIEC11,Lajes Corporativas,"R$ 81,30",3206,"R$ 0,72","0,98%","2,92%","6,27%","11,09%","0,97%","1,04%","0,92%","-3,94%","-2,99%","0,53%",,"R$ 489.002.250,79","R$ 101,35",80,"0,00%",2
63137055d2449664b675fe3e,110,VCRR11,Residencial,"R$ 79,39",798,"R$ 0,67","0,96%","2,80%","5,52%","10,60%","0,93%","0,92%","0,88%","-2,30%","-1,37%","-3,82%",,"R$ 239.629.500,71","R$ 119,81",66,,0
63137055d2449664b675fe3f,111,HSAF11,Títulos e Val. Mob.,"R$ 86,06",5850,"R$ 1,00","1,07%","3,70%","7,31%","13,85%","1,23%","1,22%","1,15%","-1,16%","-0,11%","7,34%",,"R$ 167.160.244,51","R$ 94,25",91,,0
63137055d2449664b675fe40,112,BNFS11,Outros,"R$ 119,99",452,"R$ 1,47","1,26%","3,65%","6,87%","12,79%","1,22%","1,14%","1,07%","-0,41%","0,84%","-0,28%",,"R$ 69.455.272,66","R$ 99,22",121,"0,00%",18
63137055d2449664b675fe41,113,HBRH11,Híbrido,"R$ 88,20",970,"R$ 0,65","0,77%","2,35%","5,03%","10,75%","0,78%","0,84%","0,90%","1,45%","2,23%","-1,61%",,"R$ 313.204.217,59","R$ 112,98",78,,3
63137055d2449664b675fe42,114,APTO11,Híbrido,"R$ 9,33",3397,"R$ 0,12","1,23%","3,72%","6,92%","0,00%","1,24%","1,15%","0,00%","-1,71%","-0,50%","4,76%",,"R$ 40.476.276,61","R$ 10,09",92,,0
63137055d2449664b675fe43,115,RFOF11,Títulos e Val. Mob.,"R$ 74,90",3001,"R$ 0,67","0,96%","2,88%","5,66%","10,71%","0,96%","0,94%","0,89%","-1,20%","-0,25%","1,52%",,"R$ 87.666.023,96","R$ 81,31",92,,0
63137055d2449664b675fe44,116,BBFO11,Títulos e Val. Mob.,"R$ 76,99",4459,"R$ 0,89","1,26%","3,63%","6,66%","11,96%","1,21%","1,11%","1,00%","0,30%","1,56%","5,13%",,"R$ 333.679.016,89","R$ 83,34",92,,0
63137055d2449664b675fe45,117,VTLT11,Logística,"R$ 95,45",5419,"R$ 0,83","0,93%","2,75%","5,42%","10,24%","0,92%","0,90%","0,85%","-1,11%","-0,19%","3,17%",,"R$ 217.406.243,90","R$ 102,79",93,"0,00%",1
63137055d2449664b675fe46,118,KFOF11,Títulos e Val. Mob.,"R$ 86,10",8113,"R$ 0,70","0,93%","2,71%","5,32%","9,75%","0,90%","0,89%","0,81%","-1,38%","-0,46%","4,70%",,"R$ 418.012.098,98","R$ 92,21",93,,0
63137055d2449664b675fe47,119,JPPA11,Títulos e Val. Mob.,"R$ 105,82",4508,"R$ 1,77","1,74%","5,59%","10,40%","17,47%","1,86%","1,73%","1,46%","-4,23%","-2,56%","16,96%",,"R$ 60.926.897,69","R$ 100,88",105,,0
63137055d2449664b675fe48,120,VRTA11,Títulos e Val. Mob.,"R$ 94,00",27074,"R$ 1,10","1,15%","3,64%","7,10%","13,71%","1,21%","1,18%","1,14%","-2,18%","-1,05%","-1,07%",,"R$ 1.236.753.332,90","R$ 94,03",100,,0
63137055d2449664b675fe49,121,BRCO11,Logística,"R$ 106,15",30425,"R$ 0,65","0,66%","2,09%","3,99%","7,68%","0,70%","0,66%","0,64%","0,47%","1,13%","6,65%",,"R$ 1.758.736.318,15","R$ 119,00",89,"0,00%",10
63137055d2449664b675fe4a,122,OUJP11,Títulos e Val. Mob.,"R$ 95,03",3971,"R$ 1,35","1,43%","4,42%","8,59%","15,07%","1,47%","1,43%","1,26%","-2,16%","-0,77%","13,89%",,"R$ 327.636.851,52","R$ 100,74",94,,0
63137055d2449664b675fe4b,123,HGFF11,Títulos e Val. Mob.,"R$ 79,81",5373,"R$ 0,65","0,91%","2,62%","5,12%","9,53%","0,87%","0,85%","0,79%","0,70%","1,61%","0,04%",,"R$ 249.656.530,68","R$ 87,18",92,,0
63137055d2449664b675fe4c,124,XPCA11,Títulos e Val. Mob.,"R$ 11,24",122514,"R$ 0,14","1,36%","4,13%","8,03%","0,00%","1,38%","1,34%","0,00%","0,79%","2,16%","16,33%",,"R$ 168.021.488,19","R$ 9,50",118,,0
63137055d2449664b675fe4d,125,CBOP11,Lajes Corporativas,"R$ 59,51",1452,"R$ 0,49","0,81%","3,27%","5,67%","13,51%","1,09%","0,94%","1,13%","-0,54%","0,26%","-11,24%",,"R$ 108.207.198,31","R$ 76,47",78,"33,59%",1
63137055d2449664b675fe4e,126,HGPO11,Lajes Corporativas,"R$ 261,98",638,"R$ 1,50","0,59%","1,63%","3,19%","6,56%","0,54%","0,53%","0,55%","-2,70%","-2,12%","1,27%",,"R$ 470.128.332,27","R$ 268,18",98,"4,99%",2
63137055d2449664b675fe4f,127,HGLG11,Logística,"R$ 170,57",30222,"R$ 1,10","0,65%","3,33%","5,33%","9,69%","1,11%","0,89%","0,81%","2,41%","3,08%","5,03%",,"R$ 3.430.789.490,17","R$ 146,26",117,"6,90%",17
63137055d2449664b675fe50,128,HGCR11,Títulos e Val. Mob.,"R$ 104,00",35336,"R$ 1,20","1,16%","3,39%","6,42%","11,92%","1,13%","1,07%","0,99%","-2,25%","-1,11%","5,25%",,"R$ 1.491.890.744,95","R$ 101,72",102,,0
63137055d2449664b675fe51,129,HGRE11,Lajes Corporativas,"R$ 142,16",16841,"R$ 0,78","0,63%","1,83%","3,53%","8,24%","0,61%","0,59%","0,69%","-5,25%","-4,65%","-3,44%",,"R$ 1.914.484.396,71","R$ 162,00",88,"27,13%",21
63137055d2449664b675fe52,130,MXRF11,Híbrido,"R$ 10,26",657736,"R$ 0,12","1,22%","3,37%","6,54%","11,72%","1,12%","1,09%","0,98%","1,24%","2,48%","16,07%",,"R$ 2.302.693.543,19","R$ 10,19",101,,0
63137055d2449664b675fe53,131,CXCI11,,"R$ 83,58",471,"R$ 0,83","1,09%","3,09%","0,00%","0,00%","1,03%","0,00%","0,00%","-1,23%","-0,16%","-10,16%",,"R$ 197.247.561,59","R$ 95,86",87,,0
63137055d2449664b675fe54,132,XPCI11,Outros,"R$ 93,73",17651,"R$ 1,02","1,09%","3,49%","7,05%","13,11%","1,16%","1,17%","1,09%","-1,41%","-0,33%","3,42%",,"R$ 844.665.897,07","R$ 97,07",97,,0
63137055d2449664b675fe55,133,BTSG11,Híbrido,,,"R$ 0,88","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,"R$ 103.340.121,81","R$ 133,34",,,0
63137055d2449664b675fe56,134,XPPR11,Outros,"R$ 50,24",14450,"R$ 0,35","0,74%","2,27%","4,60%","9,53%","0,76%","0,77%","0,79%","-6,04%","-5,35%","-22,29%",,"R$ 559.121.903,64","R$ 76,42",66,"46,00%",4
63137055d2449664b675fe57,135,XPLG11,Logística,"R$ 108,34",36779,"R$ 0,72","0,74%","2,20%","4,27%","8,10%","0,73%","0,71%","0,67%","3,48%","4,25%","3,40%",,"R$ 3.081.481.314,66","R$ 113,70",95,"8,80%",13
63137055d2449664b675fe58,136,TEPP11,Lajes Corporativas,"R$ 82,99",9156,"R$ 0,49","0,68%","2,14%","4,22%","8,22%","0,71%","0,70%","0,68%","5,29%","6,01%","2,93%",,"R$ 380.138.260,88","R$ 90,04",92,"9,06%",5
63137055d2449664b675fe59,137,CXCE11B,Outros,"R$ 40,00",220,"R$ 0,34","0,92%","2,75%","5,39%","11,78%","0,92%","0,90%","0,98%","2,34%","3,28%","-12,79%",,"R$ 111.339.152,66","R$ 65,00",62,"0,00%",1
63137055d2449664b675fe5a,138,PLOG11,Logística,"R$ 77,99",1622,"R$ 0,75","1,13%","3,22%","6,42%","12,08%","1,07%","1,07%","1,01%","-5,76%","-4,70%","-4,40%",,"R$ 75.240.446,69","R$ 100,32",78,"20,40%",1
63137055d2449664b675fe5b,139,TGAR11,Outros,"R$ 125,70",26860,"R$ 1,58","1,31%","3,96%","7,37%","13,07%","1,32%","1,23%","1,09%","4,20%","5,56%","6,52%",,"R$ 1.389.314.002,85","R$ 122,84",102,,0
63137055d2449664b675fe5c,140,RZTR11,Híbrido,"R$ 103,95",30713,"R$ 1,25","1,23%","3,68%","7,33%","13,91%","1,23%","1,22%","1,16%","0,03%","1,26%","5,95%",,"R$ 1.087.758.184,80","R$ 98,46",106,,10
63137055d2449664b675fe5d,141,HCHG11,Outros,"R$ 82,99",1391,"R$ 0,88","1,07%","3,20%","6,12%","10,73%","1,07%","1,02%","0,89%","-0,59%","0,48%","-1,22%",,"R$ 125.130.892,22","R$ 104,28",80,,0
63137055d2449664b675fe5e,142,LGCP11,Logística,"R$ 83,99",3705,"R$ 0,62","0,81%","2,36%","4,64%","8,70%","0,79%","0,77%","0,72%","-2,85%","-2,07%","-1,21%",,"R$ 279.067.670,32","R$ 102,12",82,"0,50%",5
63137055d2449664b675fe5f,143,HABT11,Títulos e Val. Mob.,"R$ 96,28",14103,"R$ 1,30","1,31%","3,94%","7,48%","14,88%","1,31%","1,25%","1,24%","-2,85%","-1,57%","-3,26%",,"R$ 809.759.890,09","R$ 99,64",97,,0
63137055d2449664b675fe60,144,BICR11,Títulos e Val. Mob.,"R$ 100,00",12,"R$ 0,55","0,54%","2,08%","4,68%","8,04%","0,69%","0,78%","0,67%","3,03%","3,59%","13,87%",,"R$ 50.225.367,35","R$ 100,45",100,,0
63137055d2449664b675fe61,145,BCRI11,Títulos e Val. Mob.,"R$ 103,00",25955,"R$ 1,35","1,26%","3,93%","7,42%","13,99%","1,31%","1,24%","1,17%","-2,02%","-0,78%","5,35%",,"R$ 664.352.978,84","R$ 106,16",97,,0
63137055d2449664b675fe62,146,RBVA11,Outros,"R$ 99,00",8537,"R$ 1,00","1,11%","3,32%","6,16%","11,46%","1,11%","1,03%","0,96%","-0,76%","0,34%","-2,25%",,"R$ 1.194.682.127,67","R$ 103,09",96,"0,70%",72
63137055d2449664b675fe63,147,CXCO11,Lajes Corporativas,"R$ 78,76",1142,"R$ 0,72","0,97%","2,90%","5,53%","10,19%","0,97%","0,92%","0,85%","-2,24%","-1,29%","-3,24%",,"R$ 378.686.921,75","R$ 96,49",82,,0
63137055d2449664b675fe64,148,SHPH11,Shoppings,"R$ 799,92",15,"R$ 4,48","0,62%","1,43%","2,77%","5,46%","0,48%","0,46%","0,46%","-6,86%","-6,28%","-7,63%",,"R$ 541.097.847,39","R$ 888,58",90,"10,80%",1
63137055d2449664b675fe65,149,MALL11,Shoppings,"R$ 108,01",12966,"R$ 0,75","0,75%","2,17%","4,32%","8,31%","0,72%","0,72%","0,69%","-0,95%","-0,21%","9,30%",,"R$ 813.345.477,18","R$ 107,58",100,"4,00%",8
63137055d2449664b675fe66,150,SDIL11,Logística,"R$ 96,38",10773,"R$ 0,76","0,86%","2,56%","5,07%","10,07%","0,85%","0,85%","0,84%","0,19%","1,06%","7,93%",,"R$ 633.720.641,28","R$ 99,10",97,"2,60%",5
63137055d2449664b675fe67,151,FVPQ11,Shoppings,"R$ 117,31",815,"R$ 0,72","0,63%","1,92%","3,80%","7,37%","0,64%","0,63%","0,61%","-1,23%","-0,61%","17,48%",,"R$ 557.034.773,89","R$ 198,93",59,"5,50%",1
63137055d2449664b675fe68,152,ABCP11,Shoppings,"R$ 74,75",1146,"R$ 0,53","0,79%","2,38%","4,51%","9,16%","0,79%","0,75%","0,76%","-3,37%","-2,61%","-3,92%",,"R$ 1.119.730.179,17","R$ 91,75",81,"7,50%",1
63137055d2449664b675fe69,153,CYCR11,Títulos e Val. Mob.,"R$ 91,95",6974,"R$ 1,00","1,06%","3,50%","7,16%","0,00%","1,17%","1,19%","0,00%","-7,79%","-6,81%","1,31%",,"R$ 156.199.659,14","R$ 95,73",96,,0
63137055d2449664b675fe6a,154,NEWL11,Híbrido,"R$ 101,80",330,"R$ 0,90","0,96%","3,63%","6,00%","11,21%","1,21%","1,00%","0,93%","1,17%","2,14%","-1,61%",,"R$ 263.648.181,22","R$ 129,68",79,"0,00%",2
63137055d2449664b675fe6b,155,RBED11,Outros,"R$ 135,41",774,"R$ 1,18","1,02%","2,98%","5,73%","10,71%","0,99%","0,96%","0,89%","-1,84%","-0,84%","3,06%",,"R$ 284.863.444,53","R$ 140,91",96,"0,00%",5
63137055d2449664b675fe6c,156,HREC11,Títulos e Val. Mob.,"R$ 97,96",15,"R$ 1,10","1,12%","3,90%","6,83%","12,11%","1,30%","1,14%","1,01%","1,80%","2,94%","10,53%",,"R$ 422.021.345,84","R$ 90,63",108,,0
63137055d2449664b675fe6d,157,PQAG11,Logística,"R$ 57,00",28,"R$ 0,42","0,74%","2,17%","4,25%","7,93%","0,72%","0,71%","0,66%","-0,11%","0,63%","6,07%",,"R$ 801.813.893,38","R$ 57,31",99,"0,00%",1
63137055d2449664b675fe6e,158,NVHO11,Hospital,"R$ 10,00",1213,"R$ 0,08","0,73%","2,04%","3,56%","7,11%","0,68%","0,59%","0,59%","0,00%","0,73%","5,10%",,"R$ 528.046.888,61","R$ 12,73",79,,1
63137055d2449664b675fe6f,159,HLOG11,Logística,"R$ 94,75",1155,"R$ 0,65","0,74%","2,24%","4,37%","8,19%","0,75%","0,73%","0,68%","-0,17%","0,57%","-1,41%",,"R$ 471.564.022,75","R$ 110,96",85,"58,00%",3
63137055d2449664b675fe70,160,HGBS11,Shoppings,"R$ 206,71",6519,"R$ 1,30","0,72%","2,22%","4,22%","7,51%","0,74%","0,70%","0,63%","4,87%","5,62%","14,24%",,"R$ 2.163.189.609,42","R$ 216,32",96,"6,50%",17
63137055d2449664b675fe71,161,WPLZ11,Shoppings,"R$ 76,69",20,"R$ 0,45","0,66%","1,64%","2,87%","4,83%","0,55%","0,48%","0,40%","-5,50%","-4,88%","-2,08%",,"R$ 105.001.583,03","R$ 102,87",75,"11,00%",1
63137055d2449664b675fe72,162,BBFI11B,Lajes Corporativas,"R$ 1.994,00",189,"R$ 27,24","1,52%","4,34%","8,16%","15,58%","1,45%","1,36%","1,30%","0,03%","1,55%","-14,33%",,"R$ 370.762.576,82","R$ 2.852,02",70,"39,11%",2
63137055d2449664b675fe73,163,FIGS11,Shoppings,"R$ 59,11",3263,"R$ 0,37","0,76%","2,33%","4,41%","7,97%","0,78%","0,74%","0,66%","3,34%","4,12%","-6,31%",,"R$ 283.566.888,70","R$ 99,50",59,"13,70%",2
63137055d2449664b675fe74,164,SARE11,Híbrido,"R$ 78,58",15274,"R$ 0,65","0,93%","2,80%","5,38%","10,44%","0,93%","0,90%","0,87%","4,15%","5,12%","3,44%",,"R$ 906.170.466,07","R$ 98,13",80,"6,20%",3
63137055d2449664b675fe75,165,VGHF11,Títulos e Val. Mob.,"R$ 9,97",252054,"R$ 0,12","1,21%","3,93%","8,13%","16,98%","1,31%","1,35%","1,42%","-0,90%","0,30%","6,24%",,"R$ 674.715.085,21","R$ 9,26",108,,0
63137055d2449664b675fe76,166,VCRI11,,"R$ 9,16",92763,"R$ 0,15","1,60%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","-1,16%","0,42%","2,01%",,"R$ 173.529.692,61","R$ 9,76",94,,0
63137055d2449664b675fe77,167,PORD11,Títulos e Val. Mob.,"R$ 97,00",6864,"R$ 1,50","1,54%","4,88%","8,83%","15,23%","1,63%","1,47%","1,27%","0,15%","1,69%","15,43%",,"R$ 366.044.551,48","R$ 98,18",99,,0
63137055d2449664b675fe78,168,IDFI11,Híbrido,"R$ 74,50",24,"R$ 0,81","0,98%","4,67%","8,14%","0,00%","1,56%","1,36%","0,00%","-0,01%","0,97%","-10,87%",,"R$ 180.214.602,95","R$ 87,57",85,,0
63137055d2449664b675fe79,169,VIFI11,Títulos e Val. Mob.,"R$ 7,41",28664,"R$ 0,06","0,87%","2,58%","5,17%","10,19%","0,86%","0,86%","0,85%","-0,43%","0,43%","-6,10%",,"R$ 70.344.348,65","R$ 8,70",85,,0
63137055d2449664b675fe7a,170,VILG11,Logística,"R$ 106,93",22256,"R$ 0,72","0,77%","2,22%","4,31%","8,21%","0,74%","0,72%","0,68%","-2,16%","-1,40%","-4,18%",,"R$ 1.700.239.939,88","R$ 113,37",94,"0,00%",16
63137055d2449664b675fe7b,171,GALG11,Híbrido,"R$ 9,79",105869,"R$ 0,82","0,89%","2,62%","5,17%","10,11%","0,87%","0,86%","0,84%","-0,59%","0,29%","-2,34%",,"R$ 581.475.469,89","R$ 101,15",10,"0,00%",6
63137055d2449664b675fe7c,172,BTWR11,Lajes Corporativas,"R$ 105,49",278,"R$ 0,36","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,52%",,"R$ 90.161.015,95","R$ 111,41",95,"12,00%",1
63137055d2449664b675fe7d,173,HSRE11,Híbrido,"R$ 99,99",1,"R$ 0,63","0,63%","1,75%","3,43%","7,16%","0,58%","0,57%","0,60%","-0,02%","0,61%","4,04%",,"R$ 818.194.053,73","R$ 96,05",104,"0,00%",29
63137055d2449664b675fe7e,174,BBGO11,Títulos e Val. Mob.,"R$ 86,00",15456,"R$ 0,74","0,86%","2,59%","0,00%","0,00%","0,86%","0,00%","0,00%","-1,36%","-0,51%","2,37%",,"R$ 393.054.613,54","R$ 98,14",88,,0
63137055d2449664b675fe7f,175,HSLG11,Logística,"R$ 94,90",10215,"R$ 0,68","0,80%","2,33%","4,45%","8,43%","0,78%","0,74%","0,70%","0,73%","1,54%","-0,88%",,"R$ 1.334.993.195,80","R$ 105,45",90,"1,10%",5
63137055d2449664b675fe80,176,FPAB11,Lajes Corporativas,"R$ 216,38",79,"R$ 1,60","0,79%","2,37%","4,48%","8,09%","0,79%","0,75%","0,67%","3,00%","3,81%","-2,93%",,"R$ 307.589.060,05","R$ 410,12",53,"33,79%",1
63137055d2449664b675fe81,177,EURO11,Logística,"R$ 245,90",297,"R$ 1,75","0,86%","2,41%","4,91%","9,63%","0,80%","0,82%","0,80%","-6,06%","-5,26%","7,49%",,"R$ 119.976.841,02","R$ 312,49",79,"0,00%",6
63137055d2449664b675fe82,178,PLRI11,Títulos e Val. Mob.,"R$ 27,80",95,"R$ 0,25","0,88%","1,88%","5,94%","10,90%","0,63%","0,99%","0,91%","-11,72%","-10,94%","-18,99%",,"R$ 33.283.579,71","R$ 34,88",80,,0
63137055d2449664b675fe83,179,RDPD11,Títulos e Val. Mob.,"R$ 51,41",54,"R$ 0,65","1,28%","3,23%","6,83%","11,57%","1,08%","1,14%","0,96%","-4,38%","-3,15%","-3,56%",,"R$ 59.809.937,86","R$ 55,48",93,,0
63137055d2449664b675fe84,180,RNDP11,Títulos e Val. Mob.,"R$ 314,82",56,"R$ 3,10","0,94%","3,12%","5,96%","9,64%","1,04%","0,99%","0,80%","9,26%","10,28%","-41,32%",,"R$ 41.478.009,45","R$ 385,91",82,,0
63137055d2449664b675fe85,181,TRXF11,Outros,"R$ 108,90",28272,"R$ 0,85","0,83%","2,76%","5,15%","9,82%","0,92%","0,86%","0,82%","4,23%","5,09%","7,29%",,"R$ 750.854.493,51","R$ 103,64",105,"0,00%",44
63137055d2449664b675fe86,182,QIRI11,Títulos e Val. Mob.,"R$ 75,55",152,"R$ 0,71","0,99%","2,95%","5,37%","9,28%","0,98%","0,90%","0,77%","1,98%","2,99%","-14,96%",,"R$ 12.698.695,90","R$ 84,66",89,,0
63137055d2449664b675fe87,183,RRCI11,Títulos e Val. Mob.,"R$ 84,50",1353,"R$ 1,20","1,41%","4,39%","8,64%","15,52%","1,46%","1,44%","1,29%","-5,59%","-4,26%","9,34%",,"R$ 46.447.218,59","R$ 96,41",88,,0
63137055d2449664b675fe88,184,BLMO11,Lajes Corporativas,"R$ 23.999,00",1,"R$ 37,45","0,15%","0,25%","0,41%","0,00%","0,08%","0,07%","0,00%","0,86%","1,01%","-3,46%",,"R$ 111.748.475,02","R$ 29.430,73",82,"0,00%",1
63137055d2449664b675fe89,185,VSHO11,Shoppings,"R$ 79,70",393,"R$ 0,60","0,76%","2,42%","4,65%","9,29%","0,81%","0,78%","0,77%","-0,47%","0,29%","5,62%",,"R$ 207.065.073,67","R$ 98,66",81,"12,96%",3
63137055d2449664b675fe8a,186,GTWR11,Lajes Corporativas,"R$ 81,60",8766,"R$ 0,74","1,05%","3,11%","5,90%","10,84%","1,04%","0,98%","0,90%","-0,67%","0,37%","-10,31%",,"R$ 1.175.430.764,57","R$ 97,95",83,"0,00%",1
